,match_id,player_id,team_rank,dbnos,assists,boosts,damage_dealt,headshot_kills,heals,kill_streaks,kills,longest_kill,revives,ride_distance,swim_distance,vehicle_destroys,walk_distance,weapons_acquired,round_point,win
0,04db9d39-6e6a-4be0-a836-4171ff9679d8,FUT_xLyron,15,0,0,3,0.0,0,0,0,0,0.0,0,11851.225,0.0,0,640.0466,6,0,0
1,04db9d39-6e6a-4be0-a836-4171ff9679d8,FUT_Nailqop13,15,0,0,2,0.0,0,2,0,0,0.0,0,9790.265,0.0,0,831.80493,4,0,0
2,04db9d39-6e6a-4be0-a836-4171ff9679d8,FUT_odunmavisi,15,0,0,5,0.0,0,3,0,0,0.0,0,12024.343,0.0,0,420.09497,6,0,0
3,04db9d39-6e6a-4be0-a836-4171ff9679d8,FUT_IGluttony,15,0,0,3,0.0,0,0,0,0,0.0,0,3247.0247,0.0,0,619.98267,3,0,0
4,04db9d39-6e6a-4be0-a836-4171ff9679d8,SKD_PiXeL1K,14,1,0,5,153.90692,0,0,1,1,161.3783,0,6360.509,0.0,0,1015.0968,2,1,0
5,04db9d39-6e6a-4be0-a836-4171ff9679d8,SKD_Nowikk,14,0,0,0,0.0,0,0,0,0,0.0,0,6851.6763,0.0,0,370.92728,3,0,0
6,04db9d39-6e6a-4be0-a836-4171ff9679d8,SKD_Jembty,14,0,0,0,0.0,0,0,0,0,0.0,0,7773.555,0.0,0,646.32855,5,0,0
7,04db9d39-6e6a-4be0-a836-4171ff9679d8,SKD_ibiza,14,0,1,2,123.98121,0,1,0,0,0.0,0,6339.944,0.0,0,982.8954,5,0,0
8,04db9d39-6e6a-4be0-a836-4171ff9679d8,TR_Mitraleius,1,0,0,2,0.0,0,0,0,0,0.0,0,6630.619,0.0,0,628.3879,6,10,1
9,04db9d39-6e6a-4be0-a836-4171ff9679d8,TR_mert,1,1,2,6,448.9233,1,2,1,2,61.408604,0,7295.803,0.0,0,992.02905,3,12,1
10,04db9d39-6e6a-4be0-a836-4171ff9679d8,TR_scof1eld,1,4,3,3,481.08377,0,4,2,3,38.402897,0,6436.406,0.0,0,1023.9015,6,13,1
11,04db9d39-6e6a-4be0-a836-4171ff9679d8,TR_LAHZA,1,3,2,5,334.1019,1,8,1,2,112.787224,0,5716.094,0.0,1,972.66,5,12,1
12,04db9d39-6e6a-4be0-a836-4171ff9679d8,REG_Metebey,12,2,1,3,124.97548,0,10,1,1,2.3397224,0,2727.9333,0.0,0,1161.0349,4,1,0
13,04db9d39-6e6a-4be0-a836-4171ff9679d8,REG_Apocalyp,12,1,1,1,54.864212,0,0,0,0,0.0,1,2611.4917,0.0,0,661.9055,3,0,0
14,04db9d39-6e6a-4be0-a836-4171ff9679d8,REG_SlippyZerg,12,1,1,5,234.6956,0,1,0,0,0.0,1,1429.3325,0.0,0,739.78217,6,0,0
15,04db9d39-6e6a-4be0-a836-4171ff9679d8,REG_Merh,12,2,0,3,289.07953,0,4,0,0,0.0,0,113.26817,0.0,0,964.0625,5,0,0
16,04db9d39-6e6a-4be0-a836-4171ff9679d8,ENCE_NOOKIE,10,1,3,4,348.90146,0,2,0,0,0.0,0,8831.202,0.0,0,639.89703,3,0,0
17,04db9d39-6e6a-4be0-a836-4171ff9679d8,ENCE_SKUIJKE,10,1,0,0,331.59106,0,3,1,2,26.309755,1,8911.539,0.0,0,773.3871,4,2,0
18,04db9d39-6e6a-4be0-a836-4171ff9679d8,ENCE_Tiikzu,10,0,0,1,73.40702,0,0,0,0,0.0,0,8049.2183,0.0,0,950.57007,3,0,0
19,04db9d39-6e6a-4be0-a836-4171ff9679d8,ENCE_Rustanmar,10,1,0,4,208.87659,1,7,1,3,220.75606,1,8168.645,0.0,0,1282.1515,5,3,0
20,04db9d39-6e6a-4be0-a836-4171ff9679d8,SZ_HIMAN,11,0,0,1,40.8612,0,1,0,0,0.0,0,2474.8398,0.0,0,996.10913,4,0,0
21,04db9d39-6e6a-4be0-a836-4171ff9679d8,SZ_Salty,11,1,0,2,205.3036,0,3,1,1,10.723015,0,4871.3623,0.0,0,1023.93,4,1,0
22,04db9d39-6e6a-4be0-a836-4171ff9679d8,SZ_NIXZYEE,11,1,0,7,118.450005,1,3,1,1,21.830105,0,3331.5342,0.0,0,1357.5535,4,1,0
23,04db9d39-6e6a-4be0-a836-4171ff9679d8,SZ_TekkerZ,11,2,0,3,350.22543,1,2,1,3,57.275604,1,5239.2017,0.0,0,1745.8817,4,3,0
24,04db9d39-6e6a-4be0-a836-4171ff9679d8,BBL_CodeMarco,5,3,2,6,611.5204,0,6,2,2,68.81784,0,4416.391,0.0,0,1336.4772,7,5,0
25,04db9d39-6e6a-4be0-a836-4171ff9679d8,BBL_Thenderlost,5,1,1,4,151.41902,0,9,0,0,0.0,1,5508.062,0.0,0,1189.0986,4,3,0
26,04db9d39-6e6a-4be0-a836-4171ff9679d8,BBL_Quetpa,5,1,1,7,284.42502,0,9,1,1,49.877735,1,3865.3572,0.0,1,1310.2778,5,4,0
27,04db9d39-6e6a-4be0-a836-4171ff9679d8,BBL_Smash,5,2,2,7,244.79536,0,4,1,1,29.355946,0,4487.915,0.0,2,1371.6742,2,4,0
28,04db9d39-6e6a-4be0-a836-4171ff9679d8,NAVI_alya,4,4,0,3,1021.2785,0,0,3,4,195.55183,0,703.34216,0.0,0,988.8186,7,8,0
29,04db9d39-6e6a-4be0-a836-4171ff9679d8,NAVI_Qwizzy,4,1,3,3,393.24057,0,0,0,0,0.0,0,1531.3743,0.0,0,1124.7356,5,4,0
30,04db9d39-6e6a-4be0-a836-4171ff9679d8,NAVI_xmpl,4,1,1,0,253.23386,0,0,0,0,0.0,0,979.9272,0.0,0,472.7375,4,4,0
31,04db9d39-6e6a-4be0-a836-4171ff9679d8,NAVI_Mellman,4,0,0,1,18.351797,0,0,0,0,0.0,0,1238.013,0.0,0,730.90295,3,4,0
32,04db9d39-6e6a-4be0-a836-4171ff9679d8,HOWL_Esqui,3,0,0,4,355.74774,0,4,0,0,0.0,0,4119.704,0.0,0,1357.2784,4,5,0
33,04db9d39-6e6a-4be0-a836-4171ff9679d8,HOWL_TheMad,3,0,0,4,118.38537,1,2,1,1,17.14132,2,3570.5781,0.0,0,1693.4595,4,6,0
34,04db9d39-6e6a-4be0-a836-4171ff9679d8,HOWL_RuerN,3,1,0,1,382.8496,0,2,1,2,212.52374,0,3649.005,0.0,0,1310.6097,6,7,0
35,04db9d39-6e6a-4be0-a836-4171ff9679d8,HOWL_Tusda,3,0,0,1,239.86389,0,1,0,0,0.0,0,2829.5645,0.0,0,1278.8405,5,5,0
36,04db9d39-6e6a-4be0-a836-4171ff9679d8,RTG_BNR,13,0,0,2,57.809998,0,5,0,0,0.0,0,5022.3936,0.0,0,1105.3328,3,0,0
37,04db9d39-6e6a-4be0-a836-4171ff9679d8,RTG_DEAD,13,0,0,2,0.0,0,4,0,0,0.0,0,4712.3076,0.0,0,893.43976,4,0,0
38,04db9d39-6e6a-4be0-a836-4171ff9679d8,RTG_Salik,13,0,0,3,326.13037,0,6,0,0,0.0,0,5525.969,0.0,0,1258.4213,3,0,0
39,04db9d39-6e6a-4be0-a836-4171ff9679d8,RTG_Instinct,13,0,0,6,100.71839,0,2,0,0,0.0,0,5770.727,0.0,0,1446.4331,4,0,0
40,04db9d39-6e6a-4be0-a836-4171ff9679d8,THUN_Double,16,0,0,0,35.9775,0,0,0,0,0.0,0,2540.4026,0.0,0,654.246,4,0,0
41,04db9d39-6e6a-4be0-a836-4171ff9679d8,THUN_H1RUZEN,16,0,0,0,18.449999,0,0,0,0,0.0,0,3500.1492,0.0,0,678.98663,3,0,0
42,04db9d39-6e6a-4be0-a836-4171ff9679d8,THUN_Myca,16,1,0,1,146.0533,0,1,1,1,257.64795,0,1651.0554,0.0,0,990.6261,4,1,0
43,04db9d39-6e6a-4be0-a836-4171ff9679d8,THUN_HIBAKO,16,0,0,4,127.34233,0,3,0,0,0.0,0,1253.838,0.0,0,671.9229,4,0,0
44,04db9d39-6e6a-4be0-a836-4171ff9679d8,NLT_Perfect1ks,9,0,0,2,25.678999,0,2,0,0,0.0,0,3633.0107,0.0,0,1004.3432,2,0,0
45,04db9d39-6e6a-4be0-a836-4171ff9679d8,NLT_spyrro,9,2,2,5,364.88284,0,6,1,1,5.51942,0,2967.5725,0.0,0,868.91876,3,1,0
46,04db9d39-6e6a-4be0-a836-4171ff9679d8,NLT_Lu,9,1,0,4,201.0459,1,3,1,1,55.623356,0,3033.0205,0.0,0,910.38196,3,1,0
47,04db9d39-6e6a-4be0-a836-4171ff9679d8,NLT_BatulinS,9,2,1,4,252.02982,1,6,1,1,70.74047,0,3245.4368,0.0,0,660.55896,5,1,0
48,04db9d39-6e6a-4be0-a836-4171ff9679d8,TL_vard,2,1,0,5,239.37604,0,1,3,4,70.93363,0,2897.294,0.0,0,1427.2689,3,10,0
49,04db9d39-6e6a-4be0-a836-4171ff9679d8,TL_jeemzz,2,1,0,8,268.45016,1,3,1,1,25.463905,0,2405.2163,0.0,0,1735.5757,6,7,0
50,04db9d39-6e6a-4be0-a836-4171ff9679d8,TL_mxey,2,2,1,2,406.69208,3,3,1,5,212.7663,0,3319.4639,0.0,2,1417.6031,5,11,0
51,04db9d39-6e6a-4be0-a836-4171ff9679d8,TL_clib,2,2,0,7,516.05005,0,6,1,2,222.22182,0,2387.17,0.0,2,1970.0079,5,8,0
52,04db9d39-6e6a-4be0-a836-4171ff9679d8,HERO_curexi,8,2,0,4,292.78348,1,2,3,3,149.79688,0,8681.593,0.0,0,927.6234,4,4,0
53,04db9d39-6e6a-4be0-a836-4171ff9679d8,HERO_TeaBone,8,1,0,4,158.41827,1,1,1,1,40.817562,0,8987.489,0.0,0,839.65515,4,2,0
54,04db9d39-6e6a-4be0-a836-4171ff9679d8,HERO_Beami,8,0,2,2,275.35565,0,2,0,0,0.0,1,7478.38,0.0,0,1690.3265,6,1,0
55,04db9d39-6e6a-4be0-a836-4171ff9679d8,HERO_PaG3,8,0,2,2,129.71906,0,5,0,0,0.0,0,8790.836,0.0,0,1048.9835,4,1,0
56,04db9d39-6e6a-4be0-a836-4171ff9679d8,FaZe_D1gg3r1,6,2,0,5,392.60443,0,6,0,0,0.0,0,2287.9512,0.0,0,1166.0109,4,2,0
57,04db9d39-6e6a-4be0-a836-4171ff9679d8,FaZe_Gustav,6,1,0,7,211.02695,1,3,1,1,125.639114,2,2086.2258,0.0,0,1089.8021,7,3,0
58,04db9d39-6e6a-4be0-a836-4171ff9679d8,FaZe_Aitzy,6,1,0,7,146.58167,1,8,1,1,194.73605,0,2618.4438,0.0,0,1589.7064,8,3,0
59,04db9d39-6e6a-4be0-a836-4171ff9679d8,FaZe_Fexx,6,1,0,5,273.48755,0,4,1,1,46.610058,0,1830.3527,0.0,0,1631.1653,5,3,0
60,04db9d39-6e6a-4be0-a836-4171ff9679d8,EIQ_Naylup,7,1,0,4,501.3176,0,4,1,2,288.79492,0,2847.0237,0.0,0,1340.4929,3,3,0
61,04db9d39-6e6a-4be0-a836-4171ff9679d8,EIQ_Qbe,7,1,2,5,137.82185,0,2,1,1,247.07233,0,3281.3025,0.0,1,1057.4707,6,2,0
62,04db9d39-6e6a-4be0-a836-4171ff9679d8,EIQ_Lukarux,7,2,0,2,203.5958,0,2,2,2,55.70004,2,3045.25,0.0,0,1018.51587,6,3,0
63,04db9d39-6e6a-4be0-a836-4171ff9679d8,EIQ_ivas,7,0,1,2,76.97875,0,2,0,0,0.0,0,2456.508,0.0,0,1023.654,3,1,0
64,8a0ce267-2852-4cc0-89b6-a269981235e4,SKD_ibiza,16,0,0,0,0.0,0,0,0,0,0.0,0,1873.0492,0.0,0,907.1415,3,0,0
65,8a0ce267-2852-4cc0-89b6-a269981235e4,SKD_Jembty,16,0,0,0,0.0,0,0,0,0,0.0,0,2530.137,0.0,0,1421.4218,4,0,0
66,8a0ce267-2852-4cc0-89b6-a269981235e4,SKD_Nowikk,16,0,0,1,66.72749,0,0,0,0,0.0,0,1998.917,0.0,0,894.1175,4,0,0
67,8a0ce267-2852-4cc0-89b6-a269981235e4,SKD_PiXeL1K,16,1,0,0,178.15001,0,0,0,0,0.0,0,2453.1948,0.0,0,639.7618,3,0,0
68,8a0ce267-2852-4cc0-89b6-a269981235e4,FaZe_Aitzy,8,0,1,0,60.6415,0,0,0,0,0.0,0,5816.7163,0.0,0,476.42593,5,1,0
69,8a0ce267-2852-4cc0-89b6-a269981235e4,FaZe_Fexx,8,3,1,3,361.37494,1,1,2,3,83.46059,0,6657.927,0.0,0,1342.3192,2,4,0
70,8a0ce267-2852-4cc0-89b6-a269981235e4,FaZe_D1gg3r1,8,0,0,0,79.341606,0,0,1,1,53.781948,0,4992.5767,0.0,0,841.3655,3,2,0
