,player_id,team_rank,dbnos,assists,boosts,damage_dealt,headshot_kills,heals,kill_points,kill_points_delta,kill_streaks,kills,last_kill_points,last_win_points,longest_kill,most_damage,revives,team_kills,time_survived,win_points,win_points_delta,rank_points
0,es_JP-PJS18_04,2,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,380.704,1500.0,0.0,
1,es_JP-PJS18_07,3,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,288.394,1500.0,0.0,
2,es_JP-PJS18_05,1,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,388.753,1500.0,0.0,
3,es_JP-PJS18_06,4,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,197.933,1500.0,0.0,
4,es_JP-PJS18_04,2,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,150.834,1500.0,0.0,
5,es_JP-PJS18_07,2,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,473.247,1500.0,0.0,
6,es_JP-PJS18_06,1,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,481.274,1500.0,0.0,
7,es_JP-PJS18_05,1,0,0,0,100.0,0,0,1000.0,0.0,1,1,0.0,0.0,0.0,0.0,0,0,481.274,1500.0,0.0,
8,es_JP-PJS18_06,2,1,0,0,100.0,0,0,1000.0,0.0,1,1,0.0,0.0,6.43581343,0.0,0,0,874.817,1500.0,0.0,
9,es_JP-PJS18_05,2,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,199.141,1500.0,0.0,
10,es_JP-PJS18_04,1,1,0,0,100.0,0,0,1000.0,0.0,1,1,0.0,0.0,60.5106964,0.0,0,0,421.544,1500.0,0.0,
11,es_JP-PJS18_07,1,0,0,0,0.0,0,0,1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,882.866,1500.0,0.0,
