,team_rank,dbnos,assists,boosts,damage_dealt,heals,kill_streaks,kills,longest_kill,revives,team_kills,time_survived,win
0,-1.3475144049253605,0.5131337649329787,-0.4817783982194708,0.386421900135823,-0.2661831351073346,-0.0492330457532137,0.8526590949761657,0.7844487555907036,0.1182801028333765,0.9065700596536798,2.819070270609701,1.8463524061353285,0
1,-1.4165992555917606,0.6072327934593702,0.2420201343168233,-0.2236407581431233,0.9331177646190204,-0.9379526408881488,0.5219307187429862,0.1785297167896084,-0.5268781535640299,-0.9650584505990784,1.1638363502517113,0.7916371226319866,0
2,-1.3475144049253605,0.3249357078801956,0.9658186668531176,1.137268248786834,1.031317251563106,-0.453196498087275,-0.3048902218399622,-0.1677097339538745,-0.3561696025429407,-0.4303074476697189,1.1638363502517113,1.0006231198271485,0
3,-1.3475144049253605,0.5131337649329787,-0.1922589852049531,0.1987103129730703,-0.644897226052886,-1.665086855089459,0.8526590949761657,0.5247691675330914,1.6733297298210938,0.9065700596536798,-0.4913975701062781,1.0768086505772243,0
4,0.4256634288455811,0.5131337649329787,-0.4817783982194708,-1.631477661863769,0.355894703267365,-1.907464926489896,0.0258381543932171,0.0054099914178669,0.0830571673091277,-0.6976829491343987,-0.4913975701062781,-0.0443068661486607,0
5,0.4256634288455811,-0.2396584632781533,-0.6265381047267297,-1.3499102811196395,-0.4156892392806511,-0.8167636051879302,0.687294906859576,0.0919698541037376,-0.2835800411196932,-1.2324339520637582,-0.4913975701062781,-0.701669175051837,0
6,0.4256634288455811,0.1367376508274126,-0.4817783982194708,-1.443766074701016,-0.5756448044602536,-1.382312438455616,0.5219307187429862,0.0054099914178669,0.2606828258205118,0.1044435552596405,-0.4913975701062781,0.3921872985616355,0
7,0.4256634288455811,-1.0865497200156768,0.531539547331341,-2.147684526561339,-0.9555970668861944,-0.5339891885540873,-1.1317111624229108,-1.1198682234984527,-1.424196430799258,-1.2324339520637582,2.819070270609701,-0.4276808442809225,0
8,0.4256634288455811,-0.2396584632781533,-1.4950963437702829,-1.0214150035848226,-0.3125264078630777,-1.301519747988804,-1.1317111624229108,-0.8601886354408406,-0.3823764763303564,-0.1629319462050392,-0.4913975701062781,-0.3466026647670804,0
9,0.4256634288455811,-1.0865497200156768,-0.9160575177412472,-0.3174965517244997,-1.2672489384799723,1.1626573112489702,-1.1317111624229108,-1.2929879488701943,-1.0704633008905058,1.1739455611183591,-0.4913975701062781,-0.2186948470857606,0
